assembly_accession,protein_id,query,query_id,label
GCA_000010525.1,BAF87866.1,Sigma54_activat,PF00158.26,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86517.1,Sigma54_activat,PF00158.26,holliday-junction-DNA-helicase
GCA_000010525.1,BAF87607.1,Sigma54_activat,PF00158.26,ATP-dependent-Clp-protease-ATP-binding-subunit
GCA_000010525.1,BAF89379.1,Sigma54_activat,PF00158.26,MoxR-like-ATPase
GCA_000010525.1,BAF89084.1,Sigma54_activ_2,PF14532.6,nitrogen-assimilation-regulatory-protein-ntrC
GCA_000010525.1,BAF89081.1,Sigma54_activ_2,PF14532.6,nitrogen-assimilation-regulatory-protein-ntrX
GCA_000010525.1,BAF89010.1,Sigma54_activ_2,PF14532.6,two-component-response-regulator
GCA_000010525.1,BAF89211.1,Sigma54_activ_2,PF14532.6,sigma-54-factor
GCA_000010525.1,BAF87047.1,Sigma54_activ_2,PF14532.6,Nif-specific-regulatory-protein
GCA_000010525.1,BAF86607.1,Sigma54_activ_2,PF14532.6,HoxA-protein
GCA_000010525.1,BAF87651.1,Sigma54_activ_2,PF14532.6,Fis-type-precursor
GCA_000010525.1,BAF86757.1,Sigma54_activ_2,PF14532.6,transcriptional-regulator
GCA_000010525.1,BAF86124.1,Sigma54_activ_2,PF14532.6,Fis-type-transcriptional-regulator
GCA_000010525.1,BAF87909.1,Sigma54_activ_2,PF14532.6,transcriptional-regulator
GCA_000010525.1,BAF88922.1,Sigma54_activ_2,PF14532.6,sigma54-specific-transcriptional-regulator
GCA_000010525.1,BAF89923.1,Sigma54_AID,PF00309.20,RNA-polymerase-sigma-54-factor
GCA_000010525.1,BAF89923.1,Sigma54_CBD,PF04963.13,RNA-polymerase-sigma-54-factor
GCA_000010525.1,BAF89923.1,Sigma54_DBD,PF04552.13,RNA-polymerase-sigma-54-factor
GCA_000010525.1,BAF89236.1,Sigma70_ECF,PF07638.11,RNA-polymerase-sigma-70-factor
GCA_000010525.1,BAF90178.1,Sigma70_ECF,PF07638.11,RNA-polymerase-sigma-E-factor-(sigma-24)-protein
GCA_000010525.1,BAF89481.1,Sigma70_ECF,PF07638.11,sigma-70-region-2
GCA_000010525.1,BAF89641.1,Sigma70_ner,PF04546.13,sigma-70
GCA_000010525.1,BAF89641.1,Sigma70_r1_1,PF03979.14,sigma-70
GCA_000010525.1,BAF89641.1,Sigma70_r1_2,PF00140.20,sigma-70
GCA_000010525.1,BAF90251.1,Sigma70_r1_2,PF00140.20,sigma-70-factor
GCA_000010525.1,BAF89641.1,Sigma70_r2,PF04542.14,sigma-70
GCA_000010525.1,BAF90178.1,Sigma70_r2,PF04542.14,RNA-polymerase-sigma-E-factor-(sigma-24)-protein
GCA_000010525.1,BAF88425.1,Sigma70_r2,PF04542.14,RNA-polymerase
GCA_000010525.1,BAF89722.1,Sigma70_r2,PF04542.14,sigma-70-region-2
GCA_000010525.1,BAF90251.1,Sigma70_r2,PF04542.14,sigma-70-factor
GCA_000010525.1,BAF90107.1,Sigma70_r2,PF04542.14,putative-DNA-directed-RNA-polymerase-sigma-subunit
GCA_000010525.1,BAF86387.1,Sigma70_r2,PF04542.14,RNA-polymerase-ECF-type-sigma-factor
GCA_000010525.1,BAF89481.1,Sigma70_r2,PF04542.14,sigma-70-region-2
GCA_000010525.1,BAF87329.1,Sigma70_r2,PF04542.14,FecI-like-protein
GCA_000010525.1,BAF89236.1,Sigma70_r2,PF04542.14,RNA-polymerase-sigma-70-factor
GCA_000010525.1,BAF88451.1,Sigma70_r2,PF04542.14,putative-sigma-70-factor
GCA_000010525.1,BAF89240.1,Sigma70_r2,PF04542.14,putative-sigma-factor
GCA_000010525.1,BAF90429.1,Sigma70_r2,PF04542.14,FecI-like-protein
GCA_000010525.1,BAF87200.1,Sigma70_r2,PF04542.14,RNA-polymerase-ECF-type-sigma-factor
GCA_000010525.1,BAF89641.1,Sigma70_r3,PF04539.16,sigma-70
GCA_000010525.1,BAF89641.1,Sigma70_r4,PF04545.16,sigma-70
GCA_000010525.1,BAF90251.1,Sigma70_r4,PF04545.16,sigma-70-factor
GCA_000010525.1,BAF90107.1,Sigma70_r4,PF04545.16,putative-DNA-directed-RNA-polymerase-sigma-subunit
GCA_000010525.1,BAF89722.1,Sigma70_r4,PF04545.16,sigma-70-region-2
GCA_000010525.1,BAF87329.1,Sigma70_r4,PF04545.16,FecI-like-protein
GCA_000010525.1,BAF88425.1,Sigma70_r4,PF04545.16,RNA-polymerase
GCA_000010525.1,BAF90178.1,Sigma70_r4,PF04545.16,RNA-polymerase-sigma-E-factor-(sigma-24)-protein
GCA_000010525.1,BAF89236.1,Sigma70_r4,PF04545.16,RNA-polymerase-sigma-70-factor
GCA_000010525.1,BAF90429.1,Sigma70_r4,PF04545.16,FecI-like-protein
GCA_000010525.1,BAF86887.1,Sigma70_r4,PF04545.16,DNA-binding-HTH-domain-containing-proteins
GCA_000010525.1,BAF90178.1,Sigma70_r4_2,PF08281.12,RNA-polymerase-sigma-E-factor-(sigma-24)-protein
GCA_000010525.1,BAF88425.1,Sigma70_r4_2,PF08281.12,RNA-polymerase
GCA_000010525.1,BAF90429.1,Sigma70_r4_2,PF08281.12,FecI-like-protein
GCA_000010525.1,BAF89722.1,Sigma70_r4_2,PF08281.12,sigma-70-region-2
GCA_000010525.1,BAF89236.1,Sigma70_r4_2,PF08281.12,RNA-polymerase-sigma-70-factor
GCA_000010525.1,BAF90107.1,Sigma70_r4_2,PF08281.12,putative-DNA-directed-RNA-polymerase-sigma-subunit
GCA_000010525.1,BAF87329.1,Sigma70_r4_2,PF08281.12,FecI-like-protein
GCA_000010525.1,BAF89481.1,Sigma70_r4_2,PF08281.12,sigma-70-region-2
GCA_000010525.1,BAF89240.1,Sigma70_r4_2,PF08281.12,putative-sigma-factor
GCA_000010525.1,BAF89876.1,Sigma70_r4_2,PF08281.12,putative-transposase
GCA_000010525.1,BAF86387.1,Sigma70_r4_2,PF08281.12,RNA-polymerase-ECF-type-sigma-factor
GCA_000010525.1,BAF89291.1,Sigma70_r4_2,PF08281.12,regulatory-protein
GCA_000010525.1,BAF89799.1,Sigma70_r4_2,PF08281.12,transposase
GCA_000010525.1,BAF89843.1,Sigma70_r4_2,PF08281.12,putative-insertion-sequence-transposase-protein
GCA_000010525.1,BAF87200.1,Sigma70_r4_2,PF08281.12,RNA-polymerase-ECF-type-sigma-factor
GCA_000010525.1,BAF86570.1,Sigma70_r4_2,PF08281.12,regulatory-protein
GCA_000010525.1,BAF88451.1,Sigma70_r4_2,PF08281.12,putative-sigma-70-factor
GCA_000010525.1,BAF90653.1,Sigma70_r4_2,PF08281.12,transcriptional-regulatory-protein-fixJ
GCA_000010525.1,BAF90106.1,Sigma70_r4_2,PF08281.12,two-component-transcriptional-regulator
GCA_000010525.1,BAF87459.1,SIMPL,PF04402.14,protein-of-unknown-function
GCA_000010525.1,BAF87620.1,SIP,PF04954.13,siderophore-interacting-protein
GCA_000010525.1,BAF89549.1,SIP,PF04954.13,siderophore-interacting-protein
GCA_000010525.1,BAF87933.1,SIR2,PF02146.17,silent-information-regulator-protein
GCA_000010525.1,BAF89411.1,SIR2_2,PF13289.6,conserved-hypothetical-protein
GCA_000010525.1,BAF87717.1,SIS,PF01380.22,glucosamine-fructose-6-phosphate-aminotransferase
GCA_000010525.1,BAF86704.1,SIS,PF01380.22,sugar-isomerase
GCA_000010525.1,BAF88995.1,SIS,PF01380.22,transcriptional-regulator
GCA_000010525.1,BAF87903.1,SIS,PF01380.22,putative-transcriptional-regulator
GCA_000010525.1,BAF86185.1,SIS,PF01380.22,putative-transcriptional-regulator
GCA_000010525.1,BAF87524.1,SIS,PF01380.22,phosphoheptose-isomerase
GCA_000010525.1,BAF87524.1,SIS_2,PF13580.6,phosphoheptose-isomerase
GCA_000010525.1,BAF90486.1,SKI,PF01202.22,shikimate-kinase
GCA_000010525.1,BAF87389.1,SLAC1,PF03595.17,tellurite-resistance-protein-and-related-permeases
GCA_000010525.1,BAF90627.1,SLBB,PF10531.9,periplasmic-protein
GCA_000010525.1,BAF86119.1,SLBB,PF10531.9,NADH-dehydrogenase
GCA_000010525.1,BAF87670.1,SLBB,PF10531.9,NADH-quinone-oxidoreductase-F-subunit-protein
GCA_000010525.1,BAF90420.1,SLBB,PF10531.9,putative-periplasmic-protein
GCA_000010525.1,BAF86033.1,SLBB,PF10531.9,putative-periplasmic-protein
GCA_000010525.1,BAF89827.1,SLT,PF01464.20,lytic-transglycosylase-precursor
GCA_000010525.1,BAF87240.1,SLT,PF01464.20,lytic-transglycosylase
GCA_000010525.1,BAF86620.1,SLT,PF01464.20,hypothetical-transmembrane-protein
GCA_000010525.1,BAF86850.1,SLT,PF01464.20,putative-lytic-transglycolase
GCA_000010525.1,BAF86162.1,SLT_2,PF13406.6,lytic-murein-transglycosylase-precursor
GCA_000010525.1,BAF88221.1,SLT_2,PF13406.6,lytic-murein-transglycosylase
GCA_000010525.1,BAF86270.1,SLT_2,PF13406.6,lytic-murein-transglycosylase-precursor
GCA_000010525.1,BAF89827.1,SLT_2,PF13406.6,lytic-transglycosylase-precursor
GCA_000010525.1,BAF90256.1,SMC_hinge,PF06470.13,chromosome-segregation-protein
GCA_000010525.1,BAF90256.1,SMC_N,PF02463.19,chromosome-segregation-protein
GCA_000010525.1,BAF86127.1,SMC_N,PF02463.19,ABC-transporter
GCA_000010525.1,BAF87010.1,SMC_N,PF02463.19,DNA-replication-and-repair-protein
GCA_000010525.1,BAF90566.1,SMC_N,PF02463.19,DNA-repair-protein
GCA_000010525.1,BAF87866.1,SMC_N,PF02463.19,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87954.1,SMC_N,PF02463.19,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88994.1,SMC_N,PF02463.19,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF88616.1,SMC_N,PF02463.19,ABC-transporter-nucleotide-binding-ATPase-protein
GCA_000010525.1,BAF88046.1,SMC_N,PF02463.19,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87837.1,SMC_N,PF02463.19,polar-amino-acid-uptake-family-ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF86471.1,SMC_N,PF02463.19,ATPase
GCA_000010525.1,BAF88075.1,SMC_N,PF02463.19,ABC-transporter-ATP-binding-protein
GCA_000010525.1,BAF87731.1,SMC_ScpA,PF02616.14,prokaryotic-chromosome-segregation-and-condensation-protein
GCA_000010525.1,BAF87732.1,SMC_ScpB,PF04079.16,prokaryotic-chromosome-segregation-and-condensation-protein
GCA_000010525.1,BAF88312.1,SMI1_KNR4,PF09346.10,unknown-protein
GCA_000010525.1,BAF88296.1,SmpA_OmlA,PF04355.13,SmpA-protein
GCA_000010525.1,BAF87242.1,SmpB,PF01668.18,SsrA-binding-protein
GCA_000010525.1,BAF90600.1,Smr,PF01713.21,putative-Smr-protein
GCA_000010525.1,BAF88365.1,SNARE_assoc,PF09335.11,uncharacterized-membrane-associated-protein
GCA_000010525.1,BAF88261.1,SNARE_assoc,PF09335.11,putative-membrane-protein
GCA_000010525.1,BAF86460.1,SNARE_assoc,PF09335.11,DedA-family-protein
GCA_000010525.1,BAF89905.1,SNase,PF00565.17,staphylococcus-nuclease
GCA_000010525.1,BAF90498.1,SNO,PF01174.19,imidazole-glycerol-phosphate-synthase
GCA_000010525.1,BAF89289.1,SnoaL,PF07366.12,protein-of-unknown-function
GCA_000010525.1,BAF89289.1,SnoaL_2,PF12680.7,protein-of-unknown-function
GCA_000010525.1,BAF87294.1,SnoaL_2,PF12680.7,hypothetical-protein-AZC_1296
GCA_000010525.1,BAF90199.1,SnoaL_2,PF12680.7,protein-of-unknown-function
GCA_000010525.1,BAF89621.1,SnoaL_3,PF13474.6,hypothetical-protein-AZC_3623
GCA_000010525.1,BAF87514.1,SnoaL_3,PF13474.6,hypothetical-protein-AZC_1516
GCA_000010525.1,BAF87514.1,SnoaL_4,PF13577.6,hypothetical-protein-AZC_1516
GCA_000010525.1,BAF89051.1,Sod_Fe_C,PF02777.18,superoxide-dismutase
GCA_000010525.1,BAF87138.1,Sod_Fe_C,PF02777.18,superoxide-dismutase
GCA_000010525.1,BAF89051.1,Sod_Fe_N,PF00081.22,superoxide-dismutase
GCA_000010525.1,BAF87138.1,Sod_Fe_N,PF00081.22,superoxide-dismutase
GCA_000010525.1,BAF87169.1,SoxD,PF04267.12,sarcosine-oxidase-delta-subunit
GCA_000010525.1,BAF87493.1,SoxD,PF04267.12,sarcosine-oxidase-delta-subunit
GCA_000010525.1,BAF87167.1,SoxG,PF04268.12,sarcosine-oxidase-gamma-subunit
GCA_000010525.1,BAF87491.1,SoxG,PF04268.12,sarcosine-oxidase-gamma-subunit
GCA_000010525.1,BAF87168.1,SoxG,PF04268.12,sarcosine-oxidase-alpha-subunit
GCA_000010525.1,BAF87492.1,SoxG,PF04268.12,sarcosine-oxidase-alpha-subunit
GCA_000010525.1,BAF87168.1,SO_alpha_A3,PF17806.1,sarcosine-oxidase-alpha-subunit
GCA_000010525.1,BAF87492.1,SO_alpha_A3,PF17806.1,sarcosine-oxidase-alpha-subunit
GCA_000010525.1,BAF88681.1,SO_alpha_A3,PF17806.1,FAD-dependent-pyridine-nucleotide-disulphide-oxidoreductase
GCA_000010525.1,BAF87235.1,SO_alpha_A3,PF17806.1,opine-oxidase-subunit-A
GCA_000010525.1,BAF89045.1,SO_alpha_A3,PF17806.1,BFD-like-(2Fe-2S)-binding-protein
GCA_000010525.1,BAF88480.1,Spermine_synth,PF01564.17,putative-spermine/spermidine-synthase
GCA_000010525.1,BAF90221.1,SpoIIE,PF07228.12,histidine-kinase
GCA_000010525.1,BAF90677.1,SpoIIE,PF07228.12,proble-transcriptional-regulator
GCA_000010525.1,BAF88581.1,SpoIIE,PF07228.12,serine/threonine-protein-phosphatase
GCA_000010525.1,BAF88854.1,SpoIIID,PF12116.8,putative-transcriptional-regulator
GCA_000010525.1,BAF88803.1,SPOR,PF05036.13,hypothetical-protein-AZC_2805
GCA_000010525.1,BAF87590.1,SPOR,PF05036.13,putative-D-alanyl-D-alanine-carboxypeptidase-precursor
GCA_000010525.1,BAF90133.1,SPOUT_MTase,PF02590.17,protein-of-unknown-function
GCA_000010525.1,BAF86876.1,SpoU_methylase,PF00588.19,RNA-methyltransferase
GCA_000010525.1,BAF89500.1,SpoU_methylase,PF00588.19,tRNA/rRNA-methyltransferase
GCA_000010525.1,BAF87865.1,SpoU_methylase,PF00588.19,RNA-methyltransferase
GCA_000010525.1,BAF90467.1,SpoU_methylase,PF00588.19,SpoU-rRNA-methylase-family-protein
GCA_000010525.1,BAF86876.1,SpoU_sub_bind,PF08032.12,RNA-methyltransferase
GCA_000010525.1,BAF88889.1,SQS_PSY,PF00494.19,phytoene-synthase
GCA_000010525.1,BAF87481.1,SRAP,PF02586.14,uncharacterized-ACR-protein
GCA_000010525.1,BAF86860.1,SRAP,PF02586.14,protein-of-unknown-function
GCA_000010525.1,BAF89706.1,SRP54,PF00448.22,cell-division-transporter-substrate-binding-protein
GCA_000010525.1,BAF89949.1,SRP54,PF00448.22,signal-recognition-particle-protein
GCA_000010525.1,BAF89949.1,SRP54_N,PF02881.19,signal-recognition-particle-protein
GCA_000010525.1,BAF89706.1,SRP54_N,PF02881.19,cell-division-transporter-substrate-binding-protein
GCA_000010525.1,BAF86018.1,SRPRB,PF09439.10,initiation-factor-2-protein
GCA_000010525.1,BAF89949.1,SRP_SPB,PF02978.19,signal-recognition-particle-protein
GCA_000010525.1,BAF88884.1,SSB,PF00436.25,single-stranded-DNA-binding-protein
GCA_000010525.1,BAF87020.1,SSF,PF00474.17,monocarboxylic-acid-permease
GCA_000010525.1,BAF90483.1,SspB,PF04386.13,protein-of-unknown-function
GCA_000010525.1,BAF90211.1,STAS,PF01740.21,anti-sigma-factor-antagonist
GCA_000010525.1,BAF90626.1,STAS,PF01740.21,putative-anti-sigma-factor-antagonist
GCA_000010525.1,BAF88211.1,STAS,PF01740.21,protein-of-unknown-function
GCA_000010525.1,BAF90211.1,STAS_2,PF13466.6,anti-sigma-factor-antagonist
GCA_000010525.1,BAF90626.1,STAS_2,PF13466.6,putative-anti-sigma-factor-antagonist
GCA_000010525.1,BAF88211.1,STAS_2,PF13466.6,protein-of-unknown-function
GCA_000010525.1,BAF88432.1,Steroid_dh,PF02544.16,protein-of-unknown-function
GCA_000010525.1,BAF90064.1,Stimulus_sens_1,PF13756.6,histidine-kinase
GCA_000010525.1,BAF90431.1,STN,PF07660.14,putative-TonB-dependent-receptor
GCA_000010525.1,BAF89238.1,STN,PF07660.14,TonB-dependent-siderophore-receptor-precursor
GCA_000010525.1,BAF86405.1,SUA5,PF03481.13,Sua5-protein
GCA_000010525.1,BAF86405.1,Sua5_yciO_yrdC,PF01300.18,Sua5-protein
GCA_000010525.1,BAF86595.1,Sua5_yciO_yrdC,PF01300.18,hydrogenase-maturation-protein
GCA_000010525.1,BAF90655.1,Succ_CoA_lig,PF13607.6,GCN5-related-N-acetyltransferase
GCA_000010525.1,BAF90012.1,Succ_CoA_lig,PF13607.6,succinyl-CoA-ligase-alpha-subunit
GCA_000010525.1,BAF89743.1,Succ_DH_flav_C,PF02910.20,succinate-dehydrogenase-or-fumarate-reductase
GCA_000010525.1,BAF87089.1,SufE,PF02657.15,conserved-hypothetical-protein
GCA_000010525.1,BAF87040.1,SufE,PF02657.15,Fe-S-metabolism-associated-SufE-protein
GCA_000010525.1,BAF87253.1,Sugar_tr,PF00083.24,sugar-transporter
GCA_000010525.1,BAF88856.1,Sugar_tr,PF00083.24,permeases
GCA_000010525.1,BAF86766.1,Sugar_tr,PF00083.24,putative-MFS-transporter
GCA_000010525.1,BAF87139.1,Sugar_tr,PF00083.24,glucose-transport-protein
GCA_000010525.1,BAF87902.1,Sugar_tr,PF00083.24,putative-transport-protein
GCA_000010525.1,BAF86875.1,Sugar_tr,PF00083.24,general-substrate-transporter
GCA_000010525.1,BAF88085.1,Sugar_tr,PF00083.24,putative-MFS-dicarboxylate-transporter
GCA_000010525.1,BAF87487.1,Sugar_tr,PF00083.24,general-substrate-transporter
GCA_000010525.1,BAF87029.1,Sugar_tr,PF00083.24,putative-proline/betaine-transporter-2
GCA_000010525.1,BAF88976.1,Sugar_tr,PF00083.24,general-substrate-transporter
GCA_000010525.1,BAF87946.1,Sugar_tr,PF00083.24,permeases
GCA_000010525.1,BAF88786.1,Sugar_tr,PF00083.24,putative-metabolite-transport-protein
GCA_000010525.1,BAF87028.1,Sugar_tr,PF00083.24,putative-proline/betaine-transporter-1
GCA_000010525.1,BAF87105.1,Sugar_tr,PF00083.24,major-facilitator-family-transporter
GCA_000010525.1,BAF89095.1,Sugar_tr,PF00083.24,conserved-hypothetical-protein
GCA_000010525.1,BAF89222.1,Sugar_tr,PF00083.24,putative-4-methylmuconolactone-transporter
GCA_000010525.1,BAF88877.1,Sugar_tr,PF00083.24,permeases-of-the-major-facilitator-superfamily
GCA_000010525.1,BAF87611.1,Sugar_tr,PF00083.24,permeases-of-the-major-facilitator-superfamily
GCA_000010525.1,BAF86058.1,Sugar_tr,PF00083.24,general-substrate-transporter
GCA_000010525.1,BAF88095.1,Sugar_tr,PF00083.24,MFS-permease
GCA_000010525.1,BAF86741.1,Sugar_tr,PF00083.24,drug-resistance-transporter
GCA_000010525.1,BAF87858.1,Sugar_tr,PF00083.24,putative-membrane-transport-protein
GCA_000010525.1,BAF88512.1,Sugar_tr,PF00083.24,putative-arabinose-efflux-permease
GCA_000010525.1,BAF86339.1,Sugar_tr,PF00083.24,major-facilitator-superfamily
GCA_000010525.1,BAF90410.1,Sugar_tr,PF00083.24,putative-membrane-protein
GCA_000010525.1,BAF88019.1,Sugar_tr,PF00083.24,major-facilitator-superfamily-protein
GCA_000010525.1,BAF87860.1,Sugar_tr,PF00083.24,mutlidrug-resistance-protein
GCA_000010525.1,BAF86105.1,Sugar_tr,PF00083.24,putative-permease
GCA_000010525.1,BAF88859.1,Sulfatase,PF00884.23,twin-arginine-translocation-pathway-signal-precursor
GCA_000010525.1,BAF89230.1,Sulfotransfer_1,PF00685.27,putative-Flp-pilus-assembly-protein
GCA_000010525.1,BAF86732.1,Sulfotransfer_2,PF03567.14,hypothetical-protein-AZC_0734
GCA_000010525.1,BAF89230.1,Sulfotransfer_3,PF13469.6,putative-Flp-pilus-assembly-protein
GCA_000010525.1,BAF88082.1,Sulf_transp,PF04143.14,YeeE/YedE-family-protein
GCA_000010525.1,BAF90320.1,SurA_N,PF09312.11,hypothetical-protein-AZC_4322
GCA_000010525.1,BAF88207.1,SurA_N_2,PF13623.6,PPIC-type-PPIASE-domain-protein
GCA_000010525.1,BAF88207.1,SurA_N_3,PF13624.6,PPIC-type-PPIASE-domain-protein
GCA_000010525.1,BAF87217.1,SurE,PF01975.17,survival-protein
GCA_000010525.1,BAF88100.1,SURF1,PF02104.15,SurF1-family-protein
GCA_000010525.1,BAF88951.1,SURF1,PF02104.15,putative-surfeit-locus-protein
GCA_000010525.1,BAF90687.1,SURF4,PF02077.15,DoxD-like-family-protein
GCA_000010525.1,BAF89856.1,T2SSE,PF00437.20,conjugal-transfer-protein
GCA_000010525.1,BAF89215.1,T2SSE_N,PF05157.15,bacteriophage-N4-adsorption-protein-B
GCA_000010525.1,BAF86644.1,T3SS_ATPase_C,PF18269.1,flagellum-specific-ATP-synthase
GCA_000010525.1,BAF89825.1,T4SS-DNA_transf,PF02534.14,conjugal-transfer-protein-precursor
GCA_000010525.1,BAF88584.1,T6SS-SciN,PF12790.7,uncharacterized-protein-AZC_2586
GCA_000010525.1,BAF88589.1,T6SS_HCP,PF05638.12,protein-of-unknown-function
GCA_000010525.1,BAF86273.1,T6SS_HCP,PF05638.12,protein-of-unknown-function
GCA_000010525.1,BAF88587.1,T6SS_HCP,PF05638.12,protein-of-unknown-function
GCA_000010525.1,BAF88602.1,T6SS_TssF,PF05947.12,protein-of-unknown-function
GCA_000010525.1,BAF88603.1,T6SS_TssG,PF06996.11,protein-of-unknown-function
GCA_000010525.1,BAF88593.1,T6SS_VasE,PF05936.12,protein-of-unknown-function
GCA_000010525.1,BAF88597.1,T6SS_VipA,PF05591.12,protein-of-unknown-function
GCA_000010525.1,BAF88156.1,Tail_P2_I,PF09684.10,putative-bacteriophage-P2-related-tail-formation-protein
GCA_000010525.1,BAF89372.1,TAL_FSA,PF00923.19,transaldolase
GCA_000010525.1,BAF86754.1,TamB,PF04357.13,uncharacterized-protein-conserved-in-bacteria
GCA_000010525.1,BAF87736.1,TatC,PF00902.18,Sec-independent-periplasmic-protein-translocase
GCA_000010525.1,BAF88176.1,TatD_DNase,PF01026.21,TatD-related-deoxyribonuclease
GCA_000010525.1,BAF88473.1,TAT_signal,PF10518.9,extracellular-solute-binding-protein
GCA_000010525.1,BAF88722.1,TAT_signal,PF10518.9,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88079.1,TauE,PF01925.19,protein-of-unknown-function
GCA_000010525.1,BAF87531.1,TauE,PF01925.19,putative-permease
GCA_000010525.1,BAF87628.1,TauE,PF01925.19,putative-permease
GCA_000010525.1,BAF86288.1,TauE,PF01925.19,protein-of-unknown-function
GCA_000010525.1,BAF86450.1,Tautomerase,PF01361.21,uncharacterized-protein-AZC_0452
GCA_000010525.1,BAF89696.1,Tautomerase,PF01361.21,putative-4-oxalocrotonate-tautomerase
GCA_000010525.1,BAF89696.1,Tautomerase_2,PF14552.6,putative-4-oxalocrotonate-tautomerase
GCA_000010525.1,BAF89548.1,TctA,PF01970.16,protein-of-unknown-function
GCA_000010525.1,BAF90334.1,TctA,PF01970.16,conserved-hypothetical-membrane-protein
GCA_000010525.1,BAF89547.1,TctB,PF07331.11,protein-of-unknown-function
GCA_000010525.1,BAF90333.1,TctB,PF07331.11,conserved-hypothetical-membrane-protein
GCA_000010525.1,BAF88174.1,TctC,PF03401.14,putative-uptake-protein
GCA_000010525.1,BAF89546.1,TctC,PF03401.14,conserved-hypothetical-protein
GCA_000010525.1,BAF89348.1,TctC,PF03401.14,uncharacterized-protein-AZC_3350
GCA_000010525.1,BAF86554.1,TctC,PF03401.14,uncharacterized-protein-AZC_0556
GCA_000010525.1,BAF90332.1,TctC,PF03401.14,conserved-hypothetical-exported-protein
GCA_000010525.1,BAF86464.1,TctC,PF03401.14,conserved-hypothetical-protein
GCA_000010525.1,BAF89813.1,TehB,PF03848.14,nodulation-protein-S
GCA_000010525.1,BAF87876.1,TENA_THI-4,PF03070.16,putative-transcriptional-activator
GCA_000010525.1,BAF86352.1,TerB,PF05099.13,protein-of-unknown-function
GCA_000010525.1,BAF90546.1,TerB,PF05099.13,heat-shock-protein
GCA_000010525.1,BAF89702.1,TerB,PF05099.13,hypothetical-protein-AZC_3704
GCA_000010525.1,BAF89014.1,TerC,PF03741.16,integral-membrane-protein
GCA_000010525.1,BAF89461.1,TerC,PF03741.16,putative-membrane-protein
GCA_000010525.1,BAF89535.1,TerC,PF03741.16,conserved-hypothetical-protein
GCA_000010525.1,BAF90155.1,TerC,PF03741.16,integral-membrane-protein
GCA_000010525.1,BAF90154.1,TerC,PF03741.16,putative-membrane-protein
GCA_000010525.1,BAF87103.1,Terminase_6,PF03237.15,conserved-hypothetical-protein
GCA_000010525.1,BAF86836.1,Terminase_6,PF03237.15,putative-DNA-packaging-protein-GP3
GCA_000010525.1,BAF88140.1,Terminase_6,PF03237.15,Mu-like-prophage-FluMu-protein-gp28
GCA_000010525.1,BAF86837.1,Terminase_6C,PF17289.2,putative-DNA-packaging-protein-GP2
GCA_000010525.1,BAF87103.1,Terminase_6C,PF17289.2,conserved-hypothetical-protein
GCA_000010525.1,BAF86310.1,TetR_C_11,PF16859.5,transcription-regulator
