id,query,description,log_probability,log_probability_random,n_elements,evidence,evidence_strength
PF13145,Rotamase_2,PPIC-type PPIASE domain,-1.34425230,-1.47491694,3,0.05674693,Weak
PF02633,Creatininase,Creatinine amidohydrolase,-0.36141158,-0.49163898,1,0.05655704,Weak
PF11775,CobT_C,Cobalamin biosynthesis protein CobT VWA domain,-0.36145816,-0.49163898,1,0.05653681,Weak
PF06213,CobT,Cobalamin biosynthesis protein CobT,-0.36145816,-0.49163898,1,0.05653681,Weak
PF05157,T2SSE_N,Type II secretion system (T2SS); protein E; N-terminal domain,-0.36153386,-0.49163898,1,0.05650394,Weak
PF08501,Shikimate_dh_N,Shikimate dehydrogenase substrate binding domain,-0.85387633,-0.98327796,2,0.05619841,Weak
PF06114,Peptidase_M78,IrrE N-terminal-like domain,-0.36227859,-0.49163898,1,0.05618050,Weak
PF09856,ScfRs,Short-chain fatty acyl coenzyme A regulators,-0.36227859,-0.49163898,1,0.05618050,Weak
PF00684,DnaJ_CXXCXGXG,DnaJ central domain,-0.36228441,-0.49163898,1,0.05617798,Weak
PF02754,CCG,Cysteine-rich domain,-0.85402313,-0.98327796,2,0.05613466,Weak
PF00156,Pribosyltran,Phosphoribosyl transferase domain,-2.82071534,-2.94983388,6,0.05607547,Weak
PF00475,IGPD,Imidazoleglycerol-phosphate dehydratase,-0.85442438,-0.98327796,2,0.05596040,Weak
PF03352,Adenine_glyco,Methyladenine glycosylase,-0.36300492,-0.49163898,1,0.05586506,Weak
PF01408,GFO_IDH_MocA,Oxidoreductase family; NAD-binding Rossmann fold,-0.85487687,-0.98327796,2,0.05576388,Weak
PF00614,PLDc,Phospholipase D Active site motif,-0.36375931,-0.49163898,1,0.05553743,Weak
PF13396,PLDc_N,Phospholipase_D-nuclease N-terminal,-0.36375931,-0.49163898,1,0.05553743,Weak
PF02559,CarD_CdnL_TRCF,CarD-like/TRCF domain,-0.85556757,-0.98327796,2,0.05546392,Weak
PF16980,CitMHS_2,Putative citrate transport,-0.36399702,-0.49163898,1,0.05543420,Weak
PF13088,BNR_2,BNR repeat-like domain,-0.36405499,-0.49163898,1,0.05540902,Weak
PF00311,PEPcase,Phosphoenolpyruvate carboxylase,-0.36450110,-0.49163898,1,0.05521528,Weak
PF16113,ECH_2,Enoyl-CoA hydratase/isomerase,-5.28090124,-5.40802878,11,0.05521079,Weak
PF14821,Thr_synth_N,Threonine synthase N terminus,-0.36467482,-0.49163898,1,0.05513983,Weak
PF16921,Tex_YqgF,Tex protein YqgF-like domain,-0.36469798,-0.49163898,1,0.05512978,Weak
PF09371,Tex_N,Tex-like protein N-terminal domain,-0.36469798,-0.49163898,1,0.05512978,Weak
PF06068,TIP49,TIP49 P-loop domain,-0.85646704,-0.98327796,2,0.05507328,Weak
PF00654,Voltage_CLC,Voltage gated chloride channel,-0.85655913,-0.98327796,2,0.05503329,Weak
PF05524,PEP-utilisers_N,PEP-utilising enzyme; N-terminal,-0.36595288,-0.49163898,1,0.05458478,Weak
PF02569,Pantoate_ligase,Pantoate-beta-alanine ligase,-0.36620121,-0.49163898,1,0.05447693,Weak
PF00476,DNA_pol_A,DNA polymerase family A,-0.85787205,-0.98327796,2,0.05446310,Weak
PF18588,WcbI,Polysaccharide biosynthesis enzyme WcbI,-0.36695710,-0.49163898,1,0.05414865,Weak
PF01702,TGT,Queuine tRNA-ribosyltransferase,-0.36696286,-0.49163898,1,0.05414615,Weak
PF02272,DHHA1,DHHA1 domain,-0.85861103,-0.98327796,2,0.05414216,Weak
PF02146,SIR2,Sir2 family,-0.36732025,-0.49163898,1,0.05399094,Weak
PF03631,Virul_fac_BrkB,Virulence factor BrkB,-0.36757375,-0.49163898,1,0.05388085,Weak
PF12704,MacB_PCD,MacB-like periplasmic core domain,-0.36786743,-0.49163898,1,0.05375330,Weak
PF00278,Orn_DAP_Arg_deC,Pyridoxal-dependent decarboxylase; C-terminal sheet domain,-0.85953363,-0.98327796,2,0.05374148,Weak
PF02784,Orn_Arg_deC_N,Pyridoxal-dependent decarboxylase; pyridoxal binding domain,-0.85953363,-0.98327796,2,0.05374148,Weak
PF00116,COX2,Cytochrome C oxidase subunit II; periplasmic domain,-0.85959466,-0.98327796,2,0.05371497,Weak
PF06481,COX_ARM,COX Aromatic Rich Motif,-0.36801133,-0.49163898,1,0.05369080,Weak
PF10294,Methyltransf_16,Lysine methyltransferase,-0.36802284,-0.49163898,1,0.05368581,Weak
PF00930,DPPIV_N,Dipeptidyl peptidase IV (DPP IV) N-terminal region,-0.36833355,-0.49163898,1,0.05355087,Weak
PF07676,PD40,WD40-like Beta Propeller Repeat,-0.36833355,-0.49163898,1,0.05355087,Weak
PF04052,TolB_N,TolB amino-terminal domain,-0.36833355,-0.49163898,1,0.05355087,Weak
PF14711,Nitr_red_bet_C,Respiratory nitrate reductase beta C-terminal,-0.36863833,-0.49163898,1,0.05341850,Weak
PF00733,Asn_synthase,Asparagine synthase,-0.86088989,-0.98327796,2,0.05315246,Weak
PF13444,Acetyltransf_5,Acetyltransferase (GNAT) domain,-0.36929335,-0.49163898,1,0.05313403,Weak
PF01904,DUF72,Protein of unknown function DUF72,-0.86099860,-0.98327796,2,0.05310525,Weak
PF13230,GATase_4,Glutamine amidotransferases class-II,-0.36968371,-0.49163898,1,0.05296450,Weak
PF05161,MOFRL,MOFRL family,-0.36981568,-0.49163898,1,0.05290719,Weak
PF13660,DUF4147,Domain of unknown function (DUF4147),-0.36981568,-0.49163898,1,0.05290719,Weak
PF00926,DHBP_synthase,3;4-dihydroxy-2-butanone 4-phosphate synthase,-0.36993615,-0.49163898,1,0.05285487,Weak
PF06032,DUF917,Protein of unknown function (DUF917),-0.36996483,-0.49163898,1,0.05284241,Weak
PF10124,Mu-like_gpT,Mu-like prophage major head subunit gpT,-0.36999350,-0.49163898,1,0.05282996,Weak
PF09375,Peptidase_M75,Imelysin,-0.86184998,-0.98327796,2,0.05273550,Weak
PF14525,AraC_binding_2,AraC-binding-like domain,-0.37022287,-0.49163898,1,0.05273035,Weak
PF01336,tRNA_anti-codon,OB-fold nucleic acid binding domain,-0.86209250,-0.98327796,2,0.05263018,Weak
PF02910,Succ_DH_flav_C,Fumarate reductase flavoprotein C-term,-0.37058394,-0.49163898,1,0.05257354,Weak
PF03448,MgtE_N,MgtE intracellular N domain,-1.84563747,-1.96655592,4,0.05251421,Weak
PF06418,CTP_synth_N,CTP synthase N-terminus,-0.37085889,-0.49163898,1,0.05245413,Weak
PF03308,MeaB,Methylmalonyl Co-A mutase-associated GTPase MeaB,-1.35432548,-1.47491694,3,0.05237220,Weak
PF13650,Asp_protease_2,Aspartyl protease,-0.37159142,-0.49163898,1,0.05213599,Weak
PF13975,gag-asp_proteas,gag-polyprotein putative aspartyl protease,-0.37159142,-0.49163898,1,0.05213599,Weak
PF14849,YidC_periplas,YidC periplasmic domain,-0.37208878,-0.49163898,1,0.05191999,Weak
PF02096,60KD_IMP,60Kd inner membrane protein,-0.37208878,-0.49163898,1,0.05191999,Weak
PF02934,GatB_N,GatB/GatE catalytic domain,-0.37218592,-0.49163898,1,0.05187781,Weak
PF02637,GatB_Yqey,GatB domain,-0.37218592,-0.49163898,1,0.05187781,Weak
PF01262,AlaDh_PNT_C,Alanine dehydrogenase/PNT; C-terminal domain,-1.35557928,-1.47491694,3,0.05182769,Weak
PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,-3.32288032,-3.44147286,7,0.05150409,Weak
PF01978,TrmB,Sugar-specific transcriptional regulator TrmB,-1.35633381,-1.47491694,3,0.05150000,Weak
PF01430,HSP33,Hsp33 protein,-0.86480765,-0.98327796,2,0.05145100,Weak
PF02689,Herpes_Helicase,Helicase,-0.86537567,-0.98327796,2,0.05120431,Weak
PF03255,ACCA,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit,-0.37404541,-0.49163898,1,0.05107024,Weak
PF05721,PhyH,Phytanoyl-CoA dioxygenase (PhyH),-0.37414221,-0.49163898,1,0.05102820,Weak
PF06559,DCD,2'-deoxycytidine 5'-triphosphate deaminase (DCD),-0.37421054,-0.49163898,1,0.05099853,Weak
PF01135,PCMT,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),-1.85024673,-1.96655592,4,0.05051244,Weak
PF02673,BacA,Bacitracin resistance protein BacA,-0.37540482,-0.49163898,1,0.05047985,Weak
PF02618,YceG,YceG-like family,-0.37594428,-0.49163898,1,0.05024557,Weak
PF00361,Proton_antipo_M,Proton-conducting membrane transporter,-2.83503855,-2.94983388,6,0.04985498,Weak
PF00375,SDF,Sodium:dicarboxylate symporter family,-1.85204048,-1.96655592,4,0.04973342,Weak
PF02348,CTP_transf_3,Cytidylyltransferase,-0.86920641,-0.98327796,2,0.04954064,Weak
PF03135,CagE_TrbE_VirB,CagE; TrbE; VirB family; component of type IV transporter system,-0.37781990,-0.49163898,1,0.04943100,Weak
PF00282,Pyridoxal_deC,Pyridoxal-dependent decarboxylase conserved domain,-0.37806311,-0.49163898,1,0.04932537,Weak
PF18755,RAMA,Restriction Enzyme Adenine Methylase Associated,-0.37810269,-0.49163898,1,0.04930818,Weak
PF02092,tRNA_synt_2f,Glycyl-tRNA synthetase beta subunit,-0.37860572,-0.49163898,1,0.04908972,Weak
PF13481,AAA_25,AAA domain,-1.36204137,-1.47491694,3,0.04902124,Weak
PF01964,ThiC_Rad_SAM,Radical SAM ThiC family,-0.37878083,-0.49163898,1,0.04901367,Weak
PF13667,ThiC-associated,ThiC-associated domain,-0.37878083,-0.49163898,1,0.04901367,Weak
PF00142,Fer4_NifH,4Fe-4S iron sulfur cluster binding proteins; NifH/frxC family,-1.85406354,-1.96655592,4,0.04885482,Weak
PF09326,NADH_dhqG_C,NADH-ubiquinone oxidoreductase subunit G; C-terminal,-0.37929455,-0.49163898,1,0.04879056,Weak
PF01050,MannoseP_isomer,Mannose-6-phosphate isomerase,-0.37969505,-0.49163898,1,0.04861663,Weak
PF00633,HHH,Helix-hairpin-helix motif,-2.83794687,-2.94983388,6,0.04859191,Weak
PF02550,AcetylCoA_hydro,Acetyl-CoA hydrolase/transferase N-terminal domain,-0.37977399,-0.49163898,1,0.04858235,Weak
PF04223,CitF,Citrate lyase; alpha subunit (CitF),-0.37977399,-0.49163898,1,0.04858235,Weak
PF13336,AcetylCoA_hyd_C,Acetyl-CoA hydrolase/transferase C-terminal domain,-0.37977399,-0.49163898,1,0.04858235,Weak
PF01634,HisG,ATP phosphoribosyltransferase,-0.87154532,-0.98327796,2,0.04852487,Weak
PF13483,Lactamase_B_3,Beta-lactamase superfamily domain,-1.36327643,-1.47491694,3,0.04848486,Weak
PF05362,Lon_C,Lon protease (S16) C-terminal proteolytic domain,-0.87171227,-0.98327796,2,0.04845236,Weak
PF03972,MmgE_PrpD,MmgE/PrpD family,-0.38043890,-0.49163898,1,0.04829358,Weak
PF02788,RuBisCO_large_N,Ribulose bisphosphate carboxylase large chain; N-terminal domain,-0.38045016,-0.49163898,1,0.04828869,Weak
PF00016,RuBisCO_large,Ribulose bisphosphate carboxylase large chain; catalytic domain,-0.38045016,-0.49163898,1,0.04828869,Weak
PF13823,ADH_N_assoc,Alcohol dehydrogenase GroES-associated,-0.38072604,-0.49163898,1,0.04816888,Weak
PF12679,ABC2_membrane_2,ABC-2 family transporter protein,-1.36412902,-1.47491694,3,0.04811458,Weak
PF09821,AAA_assoc_C,C-terminal AAA-associated domain,-0.38147980,-0.49163898,1,0.04784152,Weak
PF02938,GAD,GAD domain,-0.38178890,-0.49163898,1,0.04770728,Weak
PF02696,UPF0061,Uncharacterized ACR; YdiU/UPF0061 family,-0.38230556,-0.49163898,1,0.04748290,Weak
PF16326,ABC_tran_CTD,ABC transporter C-terminal domain,-0.38236731,-0.49163898,1,0.04745609,Weak
PF00848,Ring_hydroxyl_A,Ring hydroxylating alpha subunit (catalytic domain),-0.38241221,-0.49163898,1,0.04743659,Weak
PF14488,DUF4434,Domain of unknown function (DUF4434),-0.38246272,-0.49163898,1,0.04741465,Weak
PF10615,DUF2470,Protein of unknown function (DUF2470),-0.38270398,-0.49163898,1,0.04730987,Weak
PF13883,Pyrid_oxidase_2,Pyridoxamine 5'-phosphate oxidase,-0.38270398,-0.49163898,1,0.04730987,Weak
PF13343,SBP_bac_6,Bacterial extracellular solute-binding protein,-7.26604976,-7.37458470,15,0.04713613,Weak
PF03588,Leu_Phe_trans,Leucyl/phenylalanyl-tRNA protein transferase,-0.38329828,-0.49163898,1,0.04705177,Weak
PF08484,Methyltransf_14,C-methyltransferase C-terminal domain,-0.87552531,-0.98327796,2,0.04679638,Weak
PF08421,Methyltransf_13,Putative zinc binding domain,-0.87552531,-0.98327796,2,0.04679638,Weak
PF00763,THF_DHG_CYH,Tetrahydrofolate dehydrogenase/cyclohydrolase; catalytic domain,-0.38391437,-0.49163898,1,0.04678420,Weak
PF02882,THF_DHG_CYH_C,Tetrahydrofolate dehydrogenase/cyclohydrolase; NAD(P)-binding domain,-0.38391437,-0.49163898,1,0.04678420,Weak
PF05227,CHASE3,CHASE3 domain,-1.36720358,-1.47491694,3,0.04677932,Weak
PF06821,Ser_hydrolase,Serine hydrolase,-0.38422217,-0.49163898,1,0.04665053,Weak
PF01678,DAP_epimerase,Diaminopimelate epimerase,-0.38445711,-0.49163898,1,0.04654850,Weak
PF03170,BcsB,Bacterial cellulose synthase subunit,-0.38456336,-0.49163898,1,0.04650235,Weak
PF00883,Peptidase_M17,Cytosol aminopeptidase family; catalytic domain,-0.87628928,-0.98327796,2,0.04646459,Weak
PF00141,peroxidase,Peroxidase,-0.38508314,-0.49163898,1,0.04627661,Weak
PF11843,DUF3363,Protein of unknown function (DUF3363),-0.38603766,-0.49163898,1,0.04586207,Weak
PF06580,His_kinase,Histidine kinase,-0.87819605,-0.98327796,2,0.04563649,Weak
PF00318,Ribosomal_S2,Ribosomal protein S2,-0.38657841,-0.49163898,1,0.04562722,Weak
PF02705,K_trans,K+ potassium transporter,-0.38690151,-0.49163898,1,0.04548690,Weak
PF04392,ABC_sub_bind,ABC transporter substrate binding protein,-0.38745816,-0.49163898,1,0.04524516,Weak
PF00400,WD40,WD domain; G-beta repeat,-0.38745816,-0.49163898,1,0.04524516,Weak
PF12894,ANAPC4_WD40,Anaphase-promoting complex subunit 4 WD40 domain,-0.38745816,-0.49163898,1,0.04524516,Weak
PF13480,Acetyltransf_6,Acetyltransferase (GNAT) domain,-2.84576939,-2.94983388,6,0.04519463,Weak
PF07005,SBD_N,Sugar-binding N-terminal domain,-1.37111941,-1.47491694,3,0.04507869,Weak
PF17042,NBD_C,Nucleotide-binding C-terminal domain,-1.37111941,-1.47491694,3,0.04507869,Weak
PF00775,Dioxygenase_C,Dioxygenase,-1.37182590,-1.47491694,3,0.04477187,Weak
PF00092,VWA,von Willebrand factor type A domain,-0.38873088,-0.49163898,1,0.04469242,Weak
PF02628,COX15-CtaA,Cytochrome oxidase assembly protein,-0.38909163,-0.49163898,1,0.04453575,Weak
PF04028,DUF374,Domain of unknown function (DUF374),-0.38944661,-0.49163898,1,0.04438158,Weak
PF07103,DUF1365,Protein of unknown function (DUF1365),-0.38966283,-0.49163898,1,0.04428768,Weak
PF00771,FHIPEP,FHIPEP family,-0.38994544,-0.49163898,1,0.04416494,Weak
PF01252,Peptidase_A8,Signal peptidase (SPase) II,-0.39010055,-0.49163898,1,0.04409758,Weak
PF00227,Proteasome,Proteasome subunit,-0.88241760,-0.98327796,2,0.04380310,Weak
PF01474,DAHP_synth_2,Class-II DAHP synthetase family,-0.39103584,-0.49163898,1,0.04369139,Weak
PF14307,Glyco_tran_WbsX,Glycosyltransferase WbsX,-0.39166039,-0.49163898,1,0.04342015,Weak
PF06414,Zeta_toxin,Zeta toxin,-1.37522710,-1.47491694,3,0.04329475,Weak
PF18317,SDH_C,Shikimate 5'-dehydrogenase C-terminal domain,-0.39208558,-0.49163898,1,0.04323549,Weak
PF02772,S-AdoMet_synt_M,S-adenosylmethionine synthetase; central domain,-0.39219597,-0.49163898,1,0.04318755,Weak
PF02773,S-AdoMet_synt_C,S-adenosylmethionine synthetase; C-terminal domain,-0.39219597,-0.49163898,1,0.04318755,Weak
PF00438,S-AdoMet_synt_N,S-adenosylmethionine synthetase; N-terminal domain,-0.39219597,-0.49163898,1,0.04318755,Weak
PF02746,MR_MLE_N,Mandelate racemase / muconate lactonizing enzyme; N-terminal domain,-1.37585548,-1.47491694,3,0.04302185,Weak
PF00274,Glycolytic,Fructose-bisphosphate aldolase class-I,-0.39308385,-0.49163898,1,0.04280195,Weak
PF04752,ChaC,ChaC-like protein,-0.39313344,-0.49163898,1,0.04278041,Weak
PF00815,Histidinol_dh,Histidinol dehydrogenase,-0.88507638,-0.98327796,2,0.04264840,Weak
PF16473,DUF5051,3' exoribonuclease; RNase T-like,-0.39369521,-0.49163898,1,0.04253644,Weak
PF17645,Amdase,Arylmalonate decarboxylase,-0.39388785,-0.49163898,1,0.04245278,Weak
PF01297,ZnuA,Zinc-uptake complex component A periplasmic,-0.39414644,-0.49163898,1,0.04234047,Weak
PF02749,QRPTase_N,Quinolinate phosphoribosyl transferase; N-terminal domain,-1.37761964,-1.47491694,3,0.04225568,Weak
PF05292,MCD,Malonyl-CoA decarboxylase C-terminal domain,-0.39493801,-0.49163898,1,0.04199670,Weak
PF17408,MCD_N,Malonyl-CoA decarboxylase N-terminal domain,-0.39493801,-0.49163898,1,0.04199670,Weak
PF03450,CO_deh_flav_C,CO dehydrogenase flavoprotein C-terminal domain,-0.39515770,-0.49163898,1,0.04190129,Weak
PF03473,MOSC,MOSC domain,-0.39517417,-0.49163898,1,0.04189413,Weak
PF03476,MOSC_N,MOSC N-terminal beta barrel domain,-0.39517417,-0.49163898,1,0.04189413,Weak
PF13347,MFS_2,MFS/sugar transport protein,-1.37864578,-1.47491694,3,0.04181003,Weak
PF03412,Peptidase_C39,Peptidase C39 family,-0.39554745,-0.49163898,1,0.04173202,Weak
PF12385,Peptidase_C70,Papain-like cysteine protease AvrRpt2,-0.39554745,-0.49163898,1,0.04173202,Weak
PF01339,CheB_methylest,CheB methylesterase,-0.39559684,-0.49163898,1,0.04171057,Weak
PF05145,AbrB,Transition state regulatory protein AbrB,-0.88739326,-0.98327796,2,0.04164220,Weak
PF12607,DUF3772,Protein of unknown function (DUF3772),-0.39582177,-0.49163898,1,0.04161289,Weak
PF04444,Dioxygenase_N,Catechol dioxygenase N terminus,-0.39588759,-0.49163898,1,0.04158430,Weak
PF11902,DUF3422,Protein of unknown function (DUF3422),-0.39593694,-0.49163898,1,0.04156287,Weak
PF02080,TrkA_C,TrkA-C domain,-0.88757680,-0.98327796,2,0.04156249,Weak
PF01960,ArgJ,ArgJ family,-0.39594243,-0.49163898,1,0.04156048,Weak
PF03404,Mo-co_dimer,Mo-co oxidoreductase dimerisation domain,-0.39673707,-0.49163898,1,0.04121538,Weak
PF00006,ATP-synt_ab,ATP synthase alpha/beta family; nucleotide-binding domain,-1.87166688,-1.96655592,4,0.04120979,Weak
PF03167,UDG,Uracil DNA glycosylase superfamily,-2.36435698,-2.45819490,5,0.04075329,Weak
PF02401,LYTB,LytB protein,-0.39840508,-0.49163898,1,0.04049097,Weak
PF04280,Tim44,Tim44-like domain,-0.89011796,-0.98327796,2,0.04045887,Weak
PF00392,GntR,Bacterial regulatory proteins; gntR family,-35.30490468,-35.39800655,72,0.04043363,Weak
PF08659,KR,KR domain,-18.58936657,-18.68228124,38,0.04035233,Weak
PF01627,Hpt,Hpt domain,-0.89042242,-0.98327796,2,0.04032665,Weak
PF02895,H-kinase_dim,Signal transducing histidine kinase; homodimeric domain,-0.89042242,-0.98327796,2,0.04032665,Weak
PF11563,Protoglobin,Protoglobin,-0.39909825,-0.49163898,1,0.04018993,Weak
PF01545,Cation_efflux,Cation efflux family,-1.87406908,-1.96655592,4,0.04016653,Weak
PF01063,Aminotran_4,Amino-transferase class IV,-1.38264567,-1.47491694,3,0.04007291,Weak
PF08386,Abhydrolase_4,TAP-like protein,-0.89158924,-0.98327796,2,0.03981990,Weak
PF13167,GTP-bdg_N,GTP-binding GTPase N-terminal,-0.89159616,-0.98327796,2,0.03981690,Weak
PF16360,GTP-bdg_M,GTP-binding GTPase Middle Region,-0.89159616,-0.98327796,2,0.03981690,Weak
PF13356,Arm-DNA-bind_3,Arm DNA-binding domain,-0.40016100,-0.49163898,1,0.03972838,Weak
PF13183,Fer4_8,4Fe-4S dicluster domain,-2.85846431,-2.94983388,6,0.03968130,Weak
PF03710,GlnE,Glutamate-ammonia ligase adenylyltransferase,-0.40057468,-0.49163898,1,0.03954872,Weak
PF03445,DUF294,Putative nucleotidyltransferase DUF294,-0.40057468,-0.49163898,1,0.03954872,Weak
PF13545,HTH_Crp_2,Crp-like helix-turn-helix domain,-3.84236659,-3.93311184,8,0.03941016,Weak
PF09374,PG_binding_3,Predicted Peptidoglycan domain,-0.89253815,-0.98327796,2,0.03940780,Weak
PF08494,DEAD_assoc,DEAD/H associated,-0.40130880,-0.49163898,1,0.03922990,Weak
PF01502,PRA-CH,Phosphoribosyl-AMP cyclohydrolase,-0.40159134,-0.49163898,1,0.03910719,Weak
PF00309,Sigma54_AID,Sigma-54 factor; Activator interacting domain (AID),-0.40169454,-0.49163898,1,0.03906238,Weak
PF04552,Sigma54_DBD,Sigma-54; DNA binding domain,-0.40169454,-0.49163898,1,0.03906238,Weak
PF04963,Sigma54_CBD,Sigma-54 factor; core binding domain,-0.40169454,-0.49163898,1,0.03906238,Weak
PF06831,H2TH,Formamidopyrimidine-DNA glycosylase H2TH domain,-0.89468726,-0.98327796,2,0.03847445,Weak
PF11299,DUF3100,Protein of unknown function (DUF3100),-0.40366278,-0.49163898,1,0.03820758,Weak
PF00148,Oxidored_nitro,Nitrogenase component 1 type Oxidoreductase,-1.87886356,-1.96655592,4,0.03808431,Weak
PF06826,Asp-Al_Ex,Predicted Permease Membrane Region,-0.40396043,-0.49163898,1,0.03807831,Weak
PF14720,NiFe_hyd_SSU_C,NiFe/NiFeSe hydrogenase small subunit C-terminal,-0.89569890,-0.98327796,2,0.03803510,Weak
PF12000,Glyco_trans_4_3,Glycosyl transferase family 4 group,-0.40409568,-0.49163898,1,0.03801957,Weak
PF11925,DUF3443,Protein of unknown function (DUF3443),-0.40430660,-0.49163898,1,0.03792797,Weak
PF02527,GidB,rRNA small subunit methyltransferase G,-0.40443096,-0.49163898,1,0.03787396,Weak
PF06574,FAD_syn,FAD synthetase,-0.40455529,-0.49163898,1,0.03781996,Weak
PF01687,Flavokinase,Riboflavin kinase,-0.40455529,-0.49163898,1,0.03781996,Weak
PF03600,CitMHS,Citrate transporter,-2.37141903,-2.45819490,5,0.03768628,Weak
PF02073,Peptidase_M29,Thermophilic metalloprotease (M29),-0.40535472,-0.49163898,1,0.03747278,Weak
PF02789,Peptidase_M17_N,Cytosol aminopeptidase family; N-terminal domain,-0.40571088,-0.49163898,1,0.03731810,Weak
PF12846,AAA_10,AAA-like domain,-0.40576483,-0.49163898,1,0.03729467,Weak
PF02614,UxaC,Glucuronate isomerase,-0.40582956,-0.49163898,1,0.03726656,Weak
PF08479,POTRA_2,POTRA domain; ShlB-type,-0.40605066,-0.49163898,1,0.03717054,Weak
PF03865,ShlB,Haemolysin secretion/activation protein ShlB/FhaC/HecB,-0.40605066,-0.49163898,1,0.03717054,Weak
PF01268,FTHFS,Formate--tetrahydrofolate ligase,-0.40628246,-0.49163898,1,0.03706987,Weak
PF13624,SurA_N_3,SurA N-terminal domain,-0.40638485,-0.49163898,1,0.03702540,Weak
PF13623,SurA_N_2,SurA N-terminal domain,-0.40638485,-0.49163898,1,0.03702540,Weak
PF00933,Glyco_hydro_3,Glycosyl hydrolase family 3 N terminal domain,-0.40660575,-0.49163898,1,0.03692946,Weak
PF00662,Proton_antipo_N,NADH-Ubiquinone oxidoreductase (complex I); chain 5 N-terminus,-0.89828054,-0.98327796,2,0.03691391,Weak
PF13448,DUF4114,Domain of unknown function (DUF4114),-0.89833564,-0.98327796,2,0.03688998,Weak
PF09699,Paired_CXXCH_1,Doubled CXXCH motif (Paired_CXXCH_1),-0.40704191,-0.49163898,1,0.03674004,Weak
PF17092,PCB_OB,Penicillin-binding protein OB-like domain,-0.89901191,-0.98327796,2,0.03659628,Weak
PF07486,Hydrolase_2,Cell Wall Hydrolase,-0.89908882,-0.98327796,2,0.03656288,Weak
PF06742,DUF1214,Protein of unknown function (DUF1214),-0.89971874,-0.98327796,2,0.03628931,Weak
PF09898,DUF2125,Uncharacterized protein conserved in bacteria (DUF2125),-0.40813363,-0.49163898,1,0.03626591,Weak
